Pcer_011123-RA FUN_000637-T1
Pcer_067148-RA FUN_039083-T1
Pcer_020037-RA FUN_018911-T1
Pcer_052198-RA FUN_012371-T1
Pcer_067367-RA FUN_039319-T1
Pcer_030720-RA FUN_033523-T1
Pcer_067610-RA FUN_039589-T1
Pcer_014222-RA FUN_005584-T1
Pcer_011634-RA FUN_001348-T1
Pcer_021125-RA FUN_020932-T1
Pcer_013437-RA FUN_004586-T1
Pcer_032618-RA FUN_013456-T1
Pcer_066937-RA FUN_038744-T1
Pcer_012642-RA FUN_003472-T1
Pcer_079573-RA FUN_030968-T1
Pcer_083725-RA FUN_023904-T1
Pcer_022247-RA FUN_022396-T1
Pcer_021875-RA FUN_021918-T1
Pcer_030998-RA FUN_033909-T1
Pcer_011113-RA FUN_000627-T1
Pcer_031322-RA FUN_034288-T1
Pcer_011585-RA FUN_001293-T1
Pcer_011179-RA FUN_000698-T1
Pcer_084579-RA FUN_025176-T1
Pcer_034965-RA FUN_017520-T1
Pcer_033948-RA FUN_015566-T1
Pcer_052422-RA FUN_012649-T1
Pcer_020430-RA FUN_019470-T1
Pcer_034420-RA FUN_016426-T1
Pcer_011524-RA FUN_001221-T1
Pcer_013150-RA FUN_004234-T1
Pcer_021807-RA FUN_021836-T1
Pcer_032568-RA FUN_013386-T1
Pcer_012255-RA FUN_002401-T1
Pcer_051614-RA FUN_011651-T1
Pcer_034572-RA FUN_016602-T1
Pcer_032844-RA FUN_013746-T1
Pcer_019739-RA FUN_018523-T1
Pcer_034585-RA FUN_016789-T1
Pcer_022817-RA FUN_040161-T1
Pcer_012160-RA FUN_002150-T1
Pcer_022552-RA FUN_022802-T1
Pcer_067160-RA FUN_039096-T1
Pcer_066281-RA FUN_037908-T1
Pcer_012305-RA FUN_002483-T1
Pcer_051707-RA FUN_011784-T1
Pcer_079350-RA FUN_030699-T1
Pcer_066362-RA FUN_038004-T1
Pcer_085404-RA FUN_026252-T1
Pcer_083704-RA FUN_023848-T1
Pcer_085610-RA FUN_026513-T1
Pcer_033319-RA FUN_014325-T1
Pcer_011526-RA FUN_001225-T1
Pcer_030379-RA FUN_033165-T1
Pcer_020591-RA FUN_019743-T1
Pcer_067441-RA FUN_039396-T1
Pcer_013028-RA FUN_004067-T1
Pcer_052160-RA FUN_012321-T1
Pcer_012796-RA FUN_003735-T1
Pcer_085760-RA FUN_026676-T1
Pcer_079357-RA FUN_030707-T1
Pcer_020576-RA FUN_040126-T1
Pcer_013427-RA FUN_004575-T1
Pcer_022084-RA FUN_022197-T1
Pcer_079572-RA FUN_030967-T1
Pcer_020528-RA FUN_019606-T1
Pcer_084729-RA FUN_025418-T1
Pcer_052672-RA FUN_012892-T1
Pcer_034878-RA FUN_017269-T1
Pcer_067151-RA FUN_039085-T1
Pcer_021974-RA FUN_022055-T1
Pcer_067198-RA FUN_039133-T1
Pcer_013607-RA FUN_004843-T1
Pcer_067766-RA FUN_039764-T1
Pcer_033174-RA FUN_014106-T1
Pcer_031237-RA FUN_034187-T1
Pcer_052157-RA FUN_012318-T1
Pcer_067740-RA FUN_039740-T1
Pcer_084573-RA FUN_025171-T1
Pcer_013064-RA FUN_004123-T1
Pcer_012635-RA FUN_003454-T1
Pcer_078934-RA FUN_030241-T1
Pcer_085639-RA FUN_026539-T1
Pcer_014268-RA FUN_005640-T1
Pcer_032606-RA FUN_013439-T1
Pcer_079910-RA FUN_031385-T1
Pcer_013608-RA FUN_004844-T1
Pcer_011095-RA FUN_000605-T1
Pcer_013256-RA FUN_004368-T1
Pcer_020295-RA FUN_019297-T1
Pcer_067397-RA FUN_039348-T1
Pcer_020444-RA FUN_019496-T1
Pcer_079835-RA FUN_031299-T1
Pcer_020949-RA FUN_020258-T1
Pcer_066659-RA FUN_038434-T1
Pcer_030835-RA FUN_033641-T1
Pcer_022571-RA FUN_022825-T1
Pcer_051506-RA FUN_011481-T1
Pcer_031896-RA FUN_035198-T1
Pcer_066799-RA FUN_038589-T1
Pcer_067603-RA FUN_039582-T1
Pcer_012375-RA FUN_002684-T1
Pcer_031399-RA FUN_034429-T1
Pcer_031344-RA FUN_034309-T1
Pcer_085230-RA FUN_025976-T1
Pcer_066733-RA FUN_038520-T1
Pcer_015037-RA FUN_006888-T1
Pcer_021778-RA FUN_021789-T1
Pcer_015188-RA FUN_007053-T1
Pcer_013351-RA FUN_004493-T1
Pcer_021346-RA FUN_021211-T1
Pcer_051102-RA FUN_010936-T1
Pcer_014456-RA FUN_005887-T1
Pcer_022308-RA FUN_022474-T1
Pcer_014053-RA FUN_005372-T1
Pcer_022273-RA FUN_022424-T1
Pcer_030642-RA FUN_033451-T1
Pcer_014008-RA FUN_005319-T1
Pcer_022734-RA FUN_023005-T1
Pcer_014334-RA FUN_005704-T1
Pcer_011185-RA FUN_000703-T1
Pcer_019595-RA FUN_018345-T1
Pcer_022538-RA FUN_022786-T1
Pcer_052849-RA FUN_013083-T1
Pcer_032773-RA FUN_013641-T1
Pcer_085727-RA FUN_026638-T1
Pcer_066421-RA FUN_038166-T1
Pcer_032576-RA FUN_013395-T1
Pcer_085095-RA FUN_025824-T1
Pcer_029797-RA FUN_032241-T1
Pcer_012157-RA FUN_002148-T1
Pcer_021640-RA FUN_021627-T1
Pcer_051737-RA FUN_011813-T1
Pcer_010874-RA FUN_000358-T1
Pcer_085503-RA FUN_026367-T1
Pcer_085709-RA FUN_026611-T1
Pcer_066947-RA FUN_038751-T1
Pcer_029244-RA FUN_031564-T1
Pcer_052525-RA FUN_012747-T1
Pcer_065531-RA FUN_036521-T1
Pcer_066016-RA FUN_037724-T1
Pcer_085571-RA FUN_026440-T1
Pcer_079358-RA FUN_030708-T1
Pcer_051513-RA FUN_011488-T1
Pcer_014168-RA FUN_005526-T1
Pcer_012650-RA FUN_003481-T1
Pcer_030601-RA FUN_033402-T1
Pcer_083922-RA FUN_024346-T1
Pcer_022650-RA FUN_022911-T1
Pcer_020080-RA FUN_018955-T1
Pcer_012742-RA FUN_003635-T1
Pcer_085083-RA FUN_025813-T1
Pcer_051260-RA FUN_011190-T1
Pcer_067257-RA FUN_039201-T1
Pcer_033100-RA FUN_013997-T1
Pcer_065918-RA FUN_037829-T1
Pcer_085406-RA FUN_026255-T1
Pcer_067320-RA FUN_039265-T1
Pcer_066910-RA FUN_038713-T1
Pcer_015142-RA FUN_007009-T1
Pcer_020104-RA FUN_019074-T1
Pcer_085692-RA FUN_026594-T1
Pcer_019472-RA FUN_018976-T1
Pcer_084305-RA FUN_024857-T1
Pcer_067765-RA FUN_039763-T1
Pcer_020577-RA FUN_019717-T1
Pcer_021093-RA FUN_020852-T1
Pcer_084998-RA FUN_025712-T1
Pcer_033053-RA FUN_013975-T1
Pcer_022048-RA FUN_040148-T1
Pcer_020964-RA FUN_020305-T1
Pcer_015017-RA FUN_006863-T1
Pcer_029683-RA FUN_032119-T1
Pcer_084826-RA FUN_025515-T1
Pcer_034311-RA FUN_016213-T1
Pcer_085452-RA FUN_026301-T1
Pcer_012672-RA FUN_003515-T1
Pcer_022444-RA FUN_022646-T1
Pcer_014664-RA FUN_006146-T1
Pcer_015081-RA FUN_006942-T1
Pcer_084517-RA FUN_025113-T1
Pcer_034815-RA FUN_017161-T1
Pcer_052254-RA FUN_012440-T1
Pcer_022514-RA FUN_022762-T1
Pcer_029765-RA FUN_032202-T1
Pcer_084733-RA FUN_025422-T1
Pcer_020837-RA FUN_020052-T1
Pcer_079500-RA FUN_030886-T1
Pcer_032616-RA FUN_013454-T1
Pcer_065260-RA FUN_036162-T1
Pcer_051678-RA FUN_011733-T1
Pcer_019567-RA FUN_018316-T1
Pcer_066617-RA FUN_038391-T1
Pcer_021890-RA FUN_021959-T1
Pcer_021858-RA FUN_021893-T1
Pcer_067467-RA FUN_039422-T1
Pcer_015594-RA FUN_007281-T1
Pcer_013834-RA FUN_005133-T1
Pcer_067374-RA FUN_039326-T1
Pcer_052412-RA FUN_012638-T1
Pcer_052200-RA FUN_012372-T1
Pcer_021235-RA FUN_021093-T1
Pcer_067337-RA FUN_039284-T1
Pcer_013253-RA FUN_004366-T1
Pcer_034249-RA FUN_016107-T1
Pcer_020415-RA FUN_019450-T1
Pcer_033761-RA FUN_014438-T1
Pcer_066282-RA FUN_037909-T1
Pcer_083906-RA FUN_024326-T1
Pcer_052311-RA FUN_012501-T1
Pcer_067326-RA FUN_040327-T1
Pcer_020833-RA FUN_020045-T1
Pcer_015126-RA FUN_006997-T1
Pcer_034465-RA FUN_016476-T1
Pcer_021548-RA FUN_021526-T1
Pcer_032911-RA FUN_013829-T1
Pcer_014594-RA FUN_006052-T1
Pcer_078947-RA FUN_030257-T1
Pcer_014981-RA FUN_006821-T1
Pcer_021834-RA FUN_021866-T1
Pcer_077849-RA FUN_027935-T1
Pcer_034497-RA FUN_016514-T1
Pcer_013441-RA FUN_004591-T1
Pcer_015607-RA FUN_007297-T1
Pcer_034752-RA FUN_017022-T1
Pcer_079810-RA FUN_031270-T1
Pcer_066263-RA FUN_037884-T1
Pcer_034186-RA FUN_016020-T1
Pcer_022798-RA FUN_023079-T1
Pcer_078538-RA FUN_029642-T1
Pcer_079513-RA FUN_030905-T1
Pcer_067046-RA FUN_038937-T1
Pcer_067386-RA FUN_039338-T1
Pcer_084736-RA FUN_025425-T1
Pcer_065931-RA FUN_037810-T1
Pcer_052721-RA FUN_012941-T1
Pcer_051108-RA FUN_010944-T1
Pcer_019920-RA FUN_018773-T1
Pcer_015657-RA FUN_007355-T1
Pcer_052183-RA FUN_012353-T1
Pcer_033635-RA FUN_015219-T1
Pcer_014392-RA FUN_005774-T1
Pcer_066650-RA FUN_038423-T1
Pcer_021737-RA FUN_021745-T1
Pcer_083869-RA FUN_024239-T1
Pcer_014848-RA FUN_006686-T1
Pcer_012309-RA FUN_002496-T1
Pcer_033584-RA FUN_015093-T1
Pcer_031107-RA FUN_034033-T1
Pcer_052903-RA FUN_013139-T1
Pcer_085262-RA FUN_026016-T1
Pcer_066287-RA FUN_037914-T1
Pcer_052106-RA FUN_012254-T1
Pcer_033757-RA FUN_014432-T1
Pcer_020005-RA FUN_018877-T1
Pcer_050681-RA FUN_010165-T1
Pcer_031002-RA FUN_033912-T1
Pcer_052652-RA FUN_012873-T1
Pcer_014288-RA FUN_005663-T1
Pcer_066416-RA FUN_038161-T1
Pcer_029538-RA FUN_031953-T1
Pcer_031054-RA FUN_033970-T1
Pcer_029169-RA FUN_031731-T1
Pcer_011083-RA FUN_000592-T1
Pcer_051644-RA FUN_040029-T1
